Epoch: 01 | Time: 0m 1s
	Train Loss: 0.687 | Train PPL:   1.988
	 Val. Loss: 0.683 |  Val. PPL:   1.979
Epoch: 02 | Time: 0m 1s
	Train Loss: 0.707 | Train PPL:   2.027
	 Val. Loss: 0.679 |  Val. PPL:   1.973
Epoch: 03 | Time: 0m 1s
	Train Loss: 0.720 | Train PPL:   2.054
	 Val. Loss: 0.690 |  Val. PPL:   1.994
Epoch: 04 | Time: 0m 1s
	Train Loss: 0.705 | Train PPL:   2.024
	 Val. Loss: 0.695 |  Val. PPL:   2.003
Epoch: 05 | Time: 0m 1s
	Train Loss: 0.690 | Train PPL:   1.993
	 Val. Loss: 0.694 |  Val. PPL:   2.001
Epoch: 06 | Time: 0m 1s
	Train Loss: 0.684 | Train PPL:   1.982
	 Val. Loss: 0.669 |  Val. PPL:   1.952
Epoch: 07 | Time: 0m 1s
	Train Loss: 0.681 | Train PPL:   1.977
	 Val. Loss: 0.662 |  Val. PPL:   1.939
Epoch: 08 | Time: 0m 1s
	Train Loss: 0.653 | Train PPL:   1.921
	 Val. Loss: 0.600 |  Val. PPL:   1.822
Epoch: 09 | Time: 0m 1s
	Train Loss: 0.618 | Train PPL:   1.855
	 Val. Loss: 0.592 |  Val. PPL:   1.808
Epoch: 10 | Time: 0m 1s
	Train Loss: 0.573 | Train PPL:   1.774
	 Val. Loss: 0.517 |  Val. PPL:   1.676
Epoch: 11 | Time: 0m 1s
	Train Loss: 0.514 | Train PPL:   1.672
	 Val. Loss: 0.538 |  Val. PPL:   1.713
Epoch: 12 | Time: 0m 1s
	Train Loss: 0.484 | Train PPL:   1.622
	 Val. Loss: 0.501 |  Val. PPL:   1.651
Epoch: 13 | Time: 0m 1s
	Train Loss: 0.464 | Train PPL:   1.590
	 Val. Loss: 0.482 |  Val. PPL:   1.619
Epoch: 14 | Time: 0m 1s
	Train Loss: 0.451 | Train PPL:   1.570
	 Val. Loss: 0.466 |  Val. PPL:   1.594
Epoch: 15 | Time: 0m 1s
	Train Loss: 0.434 | Train PPL:   1.544
	 Val. Loss: 0.508 |  Val. PPL:   1.661
Epoch: 16 | Time: 0m 1s
	Train Loss: 0.418 | Train PPL:   1.519
	 Val. Loss: 0.466 |  Val. PPL:   1.594
Epoch: 17 | Time: 0m 1s
	Train Loss: 0.398 | Train PPL:   1.489
	 Val. Loss: 0.475 |  Val. PPL:   1.608
Epoch: 18 | Time: 0m 1s
	Train Loss: 0.388 | Train PPL:   1.474
	 Val. Loss: 0.461 |  Val. PPL:   1.585
Epoch: 19 | Time: 0m 1s
	Train Loss: 0.362 | Train PPL:   1.437
	 Val. Loss: 0.466 |  Val. PPL:   1.594
Epoch: 20 | Time: 0m 1s
	Train Loss: 0.346 | Train PPL:   1.413
	 Val. Loss: 0.465 |  Val. PPL:   1.592
Epoch: 21 | Time: 0m 1s
	Train Loss: 0.331 | Train PPL:   1.393
	 Val. Loss: 0.510 |  Val. PPL:   1.665
Epoch: 22 | Time: 0m 1s
	Train Loss: 0.300 | Train PPL:   1.350
	 Val. Loss: 0.472 |  Val. PPL:   1.604
Epoch: 23 | Time: 0m 1s
	Train Loss: 0.291 | Train PPL:   1.337
	 Val. Loss: 0.471 |  Val. PPL:   1.602
Epoch: 24 | Time: 0m 1s
	Train Loss: 0.250 | Train PPL:   1.284
	 Val. Loss: 0.529 |  Val. PPL:   1.697
Epoch: 25 | Time: 0m 1s
	Train Loss: 0.247 | Train PPL:   1.281
	 Val. Loss: 0.489 |  Val. PPL:   1.631
Epoch: 26 | Time: 0m 1s
	Train Loss: 0.216 | Train PPL:   1.241
	 Val. Loss: 0.573 |  Val. PPL:   1.774
Epoch: 27 | Time: 0m 1s
	Train Loss: 0.212 | Train PPL:   1.236
	 Val. Loss: 0.529 |  Val. PPL:   1.698
Epoch: 28 | Time: 0m 1s
	Train Loss: 0.197 | Train PPL:   1.218
	 Val. Loss: 0.534 |  Val. PPL:   1.706
Epoch: 29 | Time: 0m 1s
	Train Loss: 0.181 | Train PPL:   1.199
	 Val. Loss: 0.497 |  Val. PPL:   1.643
Epoch: 30 | Time: 0m 1s
	Train Loss: 0.172 | Train PPL:   1.188
	 Val. Loss: 0.538 |  Val. PPL:   1.712
