Epoch: 01 | Time: 0m 2s
	Train Loss: 0.674 | Train PPL:   1.963
	 Val. Loss: 0.576 |  Val. PPL:   1.779
Epoch: 02 | Time: 0m 2s
	Train Loss: 0.603 | Train PPL:   1.827
	 Val. Loss: 0.546 |  Val. PPL:   1.726
Epoch: 03 | Time: 0m 2s
	Train Loss: 0.551 | Train PPL:   1.735
	 Val. Loss: 0.506 |  Val. PPL:   1.659
Epoch: 04 | Time: 0m 2s
	Train Loss: 0.527 | Train PPL:   1.694
	 Val. Loss: 0.520 |  Val. PPL:   1.683
Epoch: 05 | Time: 0m 2s
	Train Loss: 0.528 | Train PPL:   1.695
	 Val. Loss: 0.537 |  Val. PPL:   1.712
Epoch: 06 | Time: 0m 2s
	Train Loss: 0.495 | Train PPL:   1.640
	 Val. Loss: 0.498 |  Val. PPL:   1.646
Epoch: 07 | Time: 0m 2s
	Train Loss: 0.470 | Train PPL:   1.600
	 Val. Loss: 0.500 |  Val. PPL:   1.648
Epoch: 08 | Time: 0m 2s
	Train Loss: 0.453 | Train PPL:   1.573
	 Val. Loss: 0.495 |  Val. PPL:   1.640
Epoch: 09 | Time: 0m 2s
	Train Loss: 0.451 | Train PPL:   1.570
	 Val. Loss: 0.480 |  Val. PPL:   1.616
Epoch: 10 | Time: 0m 2s
	Train Loss: 0.435 | Train PPL:   1.545
	 Val. Loss: 0.489 |  Val. PPL:   1.630
Epoch: 11 | Time: 0m 2s
	Train Loss: 0.424 | Train PPL:   1.528
	 Val. Loss: 0.519 |  Val. PPL:   1.680
Epoch: 12 | Time: 0m 2s
	Train Loss: 0.404 | Train PPL:   1.498
	 Val. Loss: 0.485 |  Val. PPL:   1.625
Epoch: 13 | Time: 0m 2s
	Train Loss: 0.386 | Train PPL:   1.471
	 Val. Loss: 0.469 |  Val. PPL:   1.599
Epoch: 14 | Time: 0m 2s
	Train Loss: 0.378 | Train PPL:   1.459
	 Val. Loss: 0.554 |  Val. PPL:   1.741
Epoch: 15 | Time: 0m 2s
	Train Loss: 0.365 | Train PPL:   1.440
	 Val. Loss: 0.475 |  Val. PPL:   1.607
Epoch: 16 | Time: 0m 2s
	Train Loss: 0.342 | Train PPL:   1.407
	 Val. Loss: 0.518 |  Val. PPL:   1.679
Epoch: 17 | Time: 0m 2s
	Train Loss: 0.324 | Train PPL:   1.383
	 Val. Loss: 0.506 |  Val. PPL:   1.659
Epoch: 18 | Time: 0m 2s
	Train Loss: 0.321 | Train PPL:   1.378
	 Val. Loss: 0.471 |  Val. PPL:   1.602
Epoch: 19 | Time: 0m 2s
	Train Loss: 0.334 | Train PPL:   1.397
	 Val. Loss: 0.572 |  Val. PPL:   1.771
Epoch: 20 | Time: 0m 2s
	Train Loss: 0.299 | Train PPL:   1.348
	 Val. Loss: 0.484 |  Val. PPL:   1.623
Epoch: 21 | Time: 0m 2s
	Train Loss: 0.256 | Train PPL:   1.291
	 Val. Loss: 0.483 |  Val. PPL:   1.621
Epoch: 22 | Time: 0m 2s
	Train Loss: 0.244 | Train PPL:   1.277
	 Val. Loss: 0.503 |  Val. PPL:   1.653
Epoch: 23 | Time: 0m 2s
	Train Loss: 0.219 | Train PPL:   1.245
	 Val. Loss: 0.515 |  Val. PPL:   1.673
Epoch: 24 | Time: 0m 2s
	Train Loss: 0.214 | Train PPL:   1.238
	 Val. Loss: 0.545 |  Val. PPL:   1.725
Epoch: 25 | Time: 0m 2s
	Train Loss: 0.202 | Train PPL:   1.224
	 Val. Loss: 0.555 |  Val. PPL:   1.742
Epoch: 26 | Time: 0m 2s
	Train Loss: 0.200 | Train PPL:   1.221
	 Val. Loss: 0.551 |  Val. PPL:   1.735
Epoch: 27 | Time: 0m 2s
	Train Loss: 0.179 | Train PPL:   1.195
	 Val. Loss: 0.535 |  Val. PPL:   1.708
Epoch: 28 | Time: 0m 2s
	Train Loss: 0.166 | Train PPL:   1.181
	 Val. Loss: 0.535 |  Val. PPL:   1.707
Epoch: 29 | Time: 0m 2s
	Train Loss: 0.156 | Train PPL:   1.169
	 Val. Loss: 0.634 |  Val. PPL:   1.885
Epoch: 30 | Time: 0m 2s
	Train Loss: 0.147 | Train PPL:   1.158
	 Val. Loss: 0.619 |  Val. PPL:   1.858
