Epoch: 01 | Time: 0m 2s
	Train Loss: 0.687 | Train PPL:   1.988
	 Val. Loss: 0.678 |  Val. PPL:   1.970
Epoch: 02 | Time: 0m 2s
	Train Loss: 0.684 | Train PPL:   1.983
	 Val. Loss: 2.708 |  Val. PPL:  15.001
Epoch: 03 | Time: 0m 2s
	Train Loss: 0.817 | Train PPL:   2.263
	 Val. Loss: 0.692 |  Val. PPL:   1.997
Epoch: 04 | Time: 0m 2s
	Train Loss: 0.685 | Train PPL:   1.983
	 Val. Loss: 0.687 |  Val. PPL:   1.988
Epoch: 05 | Time: 0m 2s
	Train Loss: 0.685 | Train PPL:   1.984
	 Val. Loss: 0.670 |  Val. PPL:   1.955
Epoch: 06 | Time: 0m 2s
	Train Loss: 0.692 | Train PPL:   1.998
	 Val. Loss: 0.684 |  Val. PPL:   1.981
Epoch: 07 | Time: 0m 2s
	Train Loss: 0.686 | Train PPL:   1.985
	 Val. Loss: 0.680 |  Val. PPL:   1.973
Epoch: 08 | Time: 0m 2s
	Train Loss: 0.687 | Train PPL:   1.988
	 Val. Loss: 0.703 |  Val. PPL:   2.020
Epoch: 09 | Time: 0m 2s
	Train Loss: 0.684 | Train PPL:   1.981
	 Val. Loss: 0.731 |  Val. PPL:   2.076
Epoch: 10 | Time: 0m 2s
	Train Loss: 0.683 | Train PPL:   1.980
	 Val. Loss: 0.779 |  Val. PPL:   2.179
Epoch: 11 | Time: 0m 2s
	Train Loss: 0.682 | Train PPL:   1.977
	 Val. Loss: 0.696 |  Val. PPL:   2.006
Epoch: 12 | Time: 0m 2s
	Train Loss: 0.683 | Train PPL:   1.979
	 Val. Loss: 0.671 |  Val. PPL:   1.957
Epoch: 13 | Time: 0m 2s
	Train Loss: 0.675 | Train PPL:   1.964
	 Val. Loss: 0.632 |  Val. PPL:   1.882
Epoch: 14 | Time: 0m 2s
	Train Loss: 0.614 | Train PPL:   1.848
	 Val. Loss: 0.653 |  Val. PPL:   1.921
Epoch: 15 | Time: 0m 2s
	Train Loss: 0.586 | Train PPL:   1.796
	 Val. Loss: 0.528 |  Val. PPL:   1.696
Epoch: 16 | Time: 0m 2s
	Train Loss: 0.551 | Train PPL:   1.735
	 Val. Loss: 0.538 |  Val. PPL:   1.713
Epoch: 17 | Time: 0m 2s
	Train Loss: 0.533 | Train PPL:   1.704
	 Val. Loss: 0.541 |  Val. PPL:   1.717
Epoch: 18 | Time: 0m 2s
	Train Loss: 0.533 | Train PPL:   1.703
	 Val. Loss: 0.509 |  Val. PPL:   1.663
Epoch: 19 | Time: 0m 2s
	Train Loss: 0.514 | Train PPL:   1.672
	 Val. Loss: 0.570 |  Val. PPL:   1.767
Epoch: 20 | Time: 0m 2s
	Train Loss: 0.533 | Train PPL:   1.705
	 Val. Loss: 0.561 |  Val. PPL:   1.752
Epoch: 21 | Time: 0m 2s
	Train Loss: 0.513 | Train PPL:   1.670
	 Val. Loss: 0.511 |  Val. PPL:   1.667
Epoch: 22 | Time: 0m 2s
	Train Loss: 0.477 | Train PPL:   1.611
	 Val. Loss: 0.538 |  Val. PPL:   1.712
Epoch: 23 | Time: 0m 2s
	Train Loss: 0.487 | Train PPL:   1.627
	 Val. Loss: 0.560 |  Val. PPL:   1.751
Epoch: 24 | Time: 0m 2s
	Train Loss: 0.489 | Train PPL:   1.630
	 Val. Loss: 0.541 |  Val. PPL:   1.718
Epoch: 25 | Time: 0m 2s
	Train Loss: 0.462 | Train PPL:   1.587
	 Val. Loss: 0.546 |  Val. PPL:   1.726
Epoch: 26 | Time: 0m 2s
	Train Loss: 0.441 | Train PPL:   1.554
	 Val. Loss: 0.505 |  Val. PPL:   1.658
Epoch: 27 | Time: 0m 2s
	Train Loss: 0.443 | Train PPL:   1.557
	 Val. Loss: 0.567 |  Val. PPL:   1.764
Epoch: 28 | Time: 0m 2s
	Train Loss: 0.432 | Train PPL:   1.540
	 Val. Loss: 0.613 |  Val. PPL:   1.846
Epoch: 29 | Time: 0m 2s
	Train Loss: 0.413 | Train PPL:   1.512
	 Val. Loss: 0.506 |  Val. PPL:   1.658
Epoch: 30 | Time: 0m 2s
	Train Loss: 0.464 | Train PPL:   1.590
	 Val. Loss: 0.563 |  Val. PPL:   1.755
